BSSID,Epoch,Temperature
master,1681690375,21.2123
48:27:E2:AD:85:D0,1681690375,21.0326
48:27:E2:AD:91:38,1681690375,17.9502
EC:DA:3B:0F:5C:AC,1681690376,21.3719
master,1681690376,21.0769
48:27:E2:AD:85:D0,1681690376,21.0326
48:27:E2:AD:91:38,1681690376,18.0147
EC:DA:3B:0F:5C:AC,1681690377,21.2317
master,1681690377,21.2123
48:27:E2:AD:85:D0,1681690377,21.1696
48:27:E2:AD:91:38,1681690377,17.9502
EC:DA:3B:0F:5C:AC,1681690378,21.3719
master,1681690378,21.2123
48:27:E2:AD:85:D0,1681690378,21.1696
48:27:E2:AD:91:38,1681690378,18.0147
EC:DA:3B:0F:5C:AC,1681690379,21.2317
master,1681690379,21.2800
48:27:E2:AD:85:D0,1681690379,21.1011
48:27:E2:AD:91:38,1681690379,17.9502
EC:DA:3B:0F:5C:AC,1681690380,21.3719
master,1681690380,21.3477
48:27:E2:AD:85:D0,1681690380,21.0326
48:27:E2:AD:91:38,1681690380,18.0147
EC:DA:3B:0F:5C:AC,1681690381,21.4420
master,1681690381,21.0092
48:27:E2:AD:85:D0,1681690381,21.1011
48:27:E2:AD:91:38,1681690381,18.0147
EC:DA:3B:0F:5C:AC,1681690382,20.6007
master,1681690382,21.2123
48:27:E2:AD:85:D0,1681690382,21.0326
48:27:E2:AD:91:38,1681690382,17.9502
EC:DA:3B:0F:5C:AC,1681690383,21.4420
master,1681690383,21.0769
48:27:E2:AD:85:D0,1681690383,21.2381
48:27:E2:AD:91:38,1681690383,17.9502
EC:DA:3B:0F:5C:AC,1681690384,21.3018
master,1681690384,21.2800
48:27:E2:AD:85:D0,1681690384,20.9641
48:27:E2:AD:91:38,1681690384,17.9502
EC:DA:3B:0F:5C:AC,1681690385,21.3719
master,1681690385,21.2123
48:27:E2:AD:85:D0,1681690385,21.0326
48:27:E2:AD:91:38,1681690385,17.8857
EC:DA:3B:0F:5C:AC,1681690386,21.1615
master,1681690386,21.2123
48:27:E2:AD:85:D0,1681690386,21.0326
48:27:E2:AD:91:38,1681690386,18.0147
EC:DA:3B:0F:5C:AC,1681690387,21.3719
master,1681690387,21.2123
48:27:E2:AD:85:D0,1681690387,21.1011
48:27:E2:AD:91:38,1681690387,17.9502
EC:DA:3B:0F:5C:AC,1681690388,21.3018
master,1681690388,21.0092
48:27:E2:AD:85:D0,1681690388,21.1011
48:27:E2:AD:91:38,1681690388,17.8857
EC:DA:3B:0F:5C:AC,1681690389,21.2317
master,1681690389,21.2123
48:27:E2:AD:85:D0,1681690389,20.8956
48:27:E2:AD:91:38,1681690389,17.9502
EC:DA:3B:0F:5C:AC,1681690390,21.3719
master,1681690390,20.9415
48:27:E2:AD:85:D0,1681690390,21.0326
48:27:E2:AD:91:38,1681690390,18.5949
EC:DA:3B:0F:5C:AC,1681690391,21.2317
master,1681690391,21.2800
48:27:E2:AD:85:D0,1681690391,21.2381
48:27:E2:AD:91:38,1681690391,18.5304
EC:DA:3B:0F:5C:AC,1681690392,21.2317
master,1681690392,21.3477
48:27:E2:AD:85:D0,1681690392,21.0326
48:27:E2:AD:91:38,1681690392,17.9502
EC:DA:3B:0F:5C:AC,1681690393,21.4420
master,1681690393,21.3477
48:27:E2:AD:85:D0,1681690393,21.1011
48:27:E2:AD:91:38,1681690393,18.5304
EC:DA:3B:0F:5C:AC,1681690394,21.3719
master,1681690394,21.1446
48:27:E2:AD:85:D0,1681690394,21.1011
48:27:E2:AD:91:38,1681690394,18.4659
EC:DA:3B:0F:5C:AC,1681690395,21.3018
master,1681690395,21.1446
48:27:E2:AD:85:D0,1681690395,21.0326
48:27:E2:AD:91:38,1681690395,18.0147
EC:DA:3B:0F:5C:AC,1681690396,21.3719
master,1681690396,21.2123
48:27:E2:AD:85:D0,1681690396,20.9641
48:27:E2:AD:91:38,1681690396,17.9502
EC:DA:3B:0F:5C:AC,1681690397,21.3018
master,1681690397,21.3477
48:27:E2:AD:85:D0,1681690397,21.1011
48:27:E2:AD:91:38,1681690397,18.4015
EC:DA:3B:0F:5C:AC,1681690398,21.2317
master,1681690398,21.0769
48:27:E2:AD:85:D0,1681690398,20.8956
48:27:E2:AD:91:38,1681690398,17.8857
EC:DA:3B:0F:5C:AC,1681690399,21.2317
master,1681690399,21.2800
48:27:E2:AD:85:D0,1681690399,21.0326
48:27:E2:AD:91:38,1681690399,18.4659
EC:DA:3B:0F:5C:AC,1681690400,21.3018
master,1681690400,21.1446
48:27:E2:AD:85:D0,1681690400,21.0326
48:27:E2:AD:91:38,1681690400,18.4659
EC:DA:3B:0F:5C:AC,1681690401,21.2317
master,1681690401,21.2800
48:27:E2:AD:85:D0,1681690401,21.1011
48:27:E2:AD:91:38,1681690401,17.9502
EC:DA:3B:0F:5C:AC,1681690402,21.3719
master,1681690402,20.1292
48:27:E2:AD:85:D0,1681690402,21.2381
48:27:E2:AD:91:38,1681690402,17.8857
EC:DA:3B:0F:5C:AC,1681690403,21.3018
master,1681690403,21.2123
48:27:E2:AD:85:D0,1681690403,21.1011
48:27:E2:AD:91:38,1681690403,17.9502
EC:DA:3B:0F:5C:AC,1681690404,21.3018
master,1681690404,21.2123
48:27:E2:AD:85:D0,1681690404,21.1011
48:27:E2:AD:91:38,1681690404,18.0147
EC:DA:3B:0F:5C:AC,1681690405,21.3018
master,1681690405,21.1446
48:27:E2:AD:85:D0,1681690405,21.1696
48:27:E2:AD:91:38,1681690405,17.9502
EC:DA:3B:0F:5C:AC,1681690406,21.2317
master,1681690406,21.2800
48:27:E2:AD:85:D0,1681690406,21.1696
48:27:E2:AD:91:38,1681690406,18.5304
EC:DA:3B:0F:5C:AC,1681690407,21.3719
master,1681690407,21.2123
48:27:E2:AD:85:D0,1681690407,21.1011
48:27:E2:AD:91:38,1681690407,17.8857
EC:DA:3B:0F:5C:AC,1681690408,21.4420
master,1681690408,21.1446
48:27:E2:AD:85:D0,1681690408,21.1011
48:27:E2:AD:91:38,1681690408,17.9502
EC:DA:3B:0F:5C:AC,1681690409,20.5306
master,1681690409,21.0769
48:27:E2:AD:85:D0,1681690409,20.9641
48:27:E2:AD:91:38,1681690409,18.5949
EC:DA:3B:0F:5C:AC,1681690410,21.3018
master,1681690410,21.2123
48:27:E2:AD:85:D0,1681690410,21.1696
48:27:E2:AD:91:38,1681690410,17.8212
EC:DA:3B:0F:5C:AC,1681690411,21.3018
master,1681690411,21.1446
48:27:E2:AD:85:D0,1681690411,21.1011
48:27:E2:AD:91:38,1681690411,18.0147
EC:DA:3B:0F:5C:AC,1681690412,21.3719
master,1681690412,21.2123
48:27:E2:AD:85:D0,1681690412,21.1011
48:27:E2:AD:91:38,1681690412,18.5949
EC:DA:3B:0F:5C:AC,1681690413,21.3018
master,1681690413,21.2800
48:27:E2:AD:85:D0,1681690413,21.2381
48:27:E2:AD:91:38,1681690413,18.0147
EC:DA:3B:0F:5C:AC,1681690414,21.2317
master,1681690414,21.1446
48:27:E2:AD:85:D0,1681690414,21.1696
48:27:E2:AD:91:38,1681690414,17.9502
EC:DA:3B:0F:5C:AC,1681690415,21.4420
master,1681690415,21.2123
48:27:E2:AD:85:D0,1681690415,21.2381
48:27:E2:AD:91:38,1681690415,18.0147
EC:DA:3B:0F:5C:AC,1681690416,20.5306
master,1681690416,21.2123
48:27:E2:AD:85:D0,1681690416,21.1696
48:27:E2:AD:91:38,1681690416,18.4015
EC:DA:3B:0F:5C:AC,1681690417,21.3719
master,1681690417,21.0769
48:27:E2:AD:85:D0,1681690417,21.1696
48:27:E2:AD:91:38,1681690417,17.8857
EC:DA:3B:0F:5C:AC,1681690418,21.3018
master,1681690418,21.2123
48:27:E2:AD:85:D0,1681690418,21.1011
48:27:E2:AD:91:38,1681690418,17.9502
EC:DA:3B:0F:5C:AC,1681690419,21.3018
master,1681690419,21.3477
48:27:E2:AD:85:D0,1681690419,21.1011
48:27:E2:AD:91:38,1681690419,17.8857
EC:DA:3B:0F:5C:AC,1681690420,21.2317
master,1681690420,21.3477
48:27:E2:AD:85:D0,1681690420,21.1011
48:27:E2:AD:91:38,1681690420,18.5949
EC:DA:3B:0F:5C:AC,1681690421,21.3719
master,1681690421,22.0246
48:27:E2:AD:85:D0,1681690421,21.1696
48:27:E2:AD:91:38,1681690421,17.9502
EC:DA:3B:0F:5C:AC,1681690422,21.2317
master,1681690422,21.0092
48:27:E2:AD:85:D0,1681690422,21.2381
48:27:E2:AD:91:38,1681690422,17.9502
EC:DA:3B:0F:5C:AC,1681690423,21.3018
master,1681690423,21.2123
48:27:E2:AD:85:D0,1681690423,21.1011
48:27:E2:AD:91:38,1681690423,18.5949
EC:DA:3B:0F:5C:AC,1681690424,21.2317
master,1681690424,21.2123
48:27:E2:AD:85:D0,1681690424,20.9641
48:27:E2:AD:91:38,1681690424,18.0147
EC:DA:3B:0F:5C:AC,1681690425,21.3719
master,1681690425,21.2123
48:27:E2:AD:85:D0,1681690425,21.1011
48:27:E2:AD:91:38,1681690425,18.6593
EC:DA:3B:0F:5C:AC,1681690426,21.3018
master,1681690426,21.0769
48:27:E2:AD:85:D0,1681690426,21.1696
48:27:E2:AD:91:38,1681690426,17.9502
EC:DA:3B:0F:5C:AC,1681690427,21.3018
master,1681690427,21.2800
48:27:E2:AD:85:D0,1681690427,21.1011
48:27:E2:AD:91:38,1681690427,18.0147
EC:DA:3B:0F:5C:AC,1681690428,21.5121
master,1681690428,21.2800
48:27:E2:AD:85:D0,1681690428,21.1696
48:27:E2:AD:91:38,1681690428,18.5304
EC:DA:3B:0F:5C:AC,1681690429,21.3018
master,1681690429,21.2800
48:27:E2:AD:85:D0,1681690429,21.1696
48:27:E2:AD:91:38,1681690429,17.9502
EC:DA:3B:0F:5C:AC,1681690430,21.1615
master,1681690430,21.2123
48:27:E2:AD:85:D0,1681690430,21.1011
48:27:E2:AD:91:38,1681690430,17.8212
EC:DA:3B:0F:5C:AC,1681690431,21.2317
master,1681690431,21.8215
48:27:E2:AD:85:D0,1681690431,21.1696
48:27:E2:AD:91:38,1681690431,17.8857
EC:DA:3B:0F:5C:AC,1681690432,21.2317
master,1681690432,21.2123
48:27:E2:AD:85:D0,1681690432,21.1011
48:27:E2:AD:91:38,1681690432,18.0147
EC:DA:3B:0F:5C:AC,1681690433,20.6007
master,1681690433,21.3477
48:27:E2:AD:85:D0,1681690433,21.0326
48:27:E2:AD:91:38,1681690433,18.5304
EC:DA:3B:0F:5C:AC,1681690434,21.3719
master,1681690434,21.2123
48:27:E2:AD:85:D0,1681690434,21.0326
48:27:E2:AD:91:38,1681690434,18.0147
EC:DA:3B:0F:5C:AC,1681690435,21.3018
master,1681690435,21.1446
48:27:E2:AD:85:D0,1681690435,21.2381
48:27:E2:AD:91:38,1681690435,18.0147
EC:DA:3B:0F:5C:AC,1681690436,21.2317
master,1681690436,21.3477
48:27:E2:AD:85:D0,1681690436,20.9641
48:27:E2:AD:91:38,1681690436,17.8857
EC:DA:3B:0F:5C:AC,1681690437,21.1615
master,1681690437,21.2800
48:27:E2:AD:85:D0,1681690437,21.1011
48:27:E2:AD:91:38,1681690437,18.0147
EC:DA:3B:0F:5C:AC,1681690438,21.3018
master,1681690438,21.2123
48:27:E2:AD:85:D0,1681690438,21.0326
48:27:E2:AD:91:38,1681690438,18.5304
EC:DA:3B:0F:5C:AC,1681690439,21.2317
master,1681690439,21.3477
48:27:E2:AD:85:D0,1681690439,21.1011
48:27:E2:AD:91:38,1681690439,17.9502
EC:DA:3B:0F:5C:AC,1681690440,21.2317
master,1681690440,21.0769
48:27:E2:AD:85:D0,1681690440,21.1011
48:27:E2:AD:91:38,1681690440,17.9502
EC:DA:3B:0F:5C:AC,1681690441,21.3018
master,1681690441,21.0769
48:27:E2:AD:85:D0,1681690441,21.1011
48:27:E2:AD:91:38,1681690441,18.0147
EC:DA:3B:0F:5C:AC,1681690442,21.3018
master,1681690442,21.1446
48:27:E2:AD:85:D0,1681690442,20.9641
48:27:E2:AD:91:38,1681690442,17.9502
EC:DA:3B:0F:5C:AC,1681690443,21.3719
master,1681690443,21.0769
48:27:E2:AD:85:D0,1681690443,21.1011
48:27:E2:AD:91:38,1681690443,17.8857
EC:DA:3B:0F:5C:AC,1681690444,21.3018
master,1681690444,21.0769
48:27:E2:AD:85:D0,1681690444,21.0326
48:27:E2:AD:91:38,1681690444,18.0147
EC:DA:3B:0F:5C:AC,1681690445,21.3719
master,1681690445,21.2123
48:27:E2:AD:85:D0,1681690445,21.0326
48:27:E2:AD:91:38,1681690445,18.0147
EC:DA:3B:0F:5C:AC,1681690446,21.3018
master,1681690446,21.2123
48:27:E2:AD:85:D0,1681690446,21.1011
48:27:E2:AD:91:38,1681690446,17.9502
EC:DA:3B:0F:5C:AC,1681690447,21.3719
master,1681690447,21.1446
48:27:E2:AD:85:D0,1681690447,21.1011
48:27:E2:AD:91:38,1681690447,17.9502
EC:DA:3B:0F:5C:AC,1681690448,21.3018
master,1681690448,21.2123
48:27:E2:AD:85:D0,1681690448,21.1011
48:27:E2:AD:91:38,1681690448,18.4659
EC:DA:3B:0F:5C:AC,1681690449,21.3018
master,1681690449,21.1446
48:27:E2:AD:85:D0,1681690449,21.0326
48:27:E2:AD:91:38,1681690449,18.0147
EC:DA:3B:0F:5C:AC,1681690450,21.2317
master,1681690450,21.0769
48:27:E2:AD:85:D0,1681690450,21.1011
48:27:E2:AD:91:38,1681690450,17.9502
EC:DA:3B:0F:5C:AC,1681690451,21.6523
master,1681690451,21.1446
48:27:E2:AD:85:D0,1681690451,20.8956
48:27:E2:AD:91:38,1681690451,17.8857
EC:DA:3B:0F:5C:AC,1681690452,21.3719
master,1681690452,21.2123
48:27:E2:AD:85:D0,1681690452,21.0326
48:27:E2:AD:91:38,1681690452,18.0147
EC:DA:3B:0F:5C:AC,1681690453,21.3018
master,1681690453,21.2123
48:27:E2:AD:85:D0,1681690453,21.1011
48:27:E2:AD:91:38,1681690453,18.0147
EC:DA:3B:0F:5C:AC,1681690454,21.2317
master,1681690454,21.2123
48:27:E2:AD:85:D0,1681690454,21.1011
48:27:E2:AD:91:38,1681690454,18.4659
EC:DA:3B:0F:5C:AC,1681690455,21.2317
master,1681690455,21.3477
48:27:E2:AD:85:D0,1681690455,21.0326
48:27:E2:AD:91:38,1681690455,17.9502
EC:DA:3B:0F:5C:AC,1681690456,21.3018
master,1681690456,21.1446
48:27:E2:AD:85:D0,1681690456,20.9641
48:27:E2:AD:91:38,1681690456,17.8857
EC:DA:3B:0F:5C:AC,1681690457,21.2317
master,1681690457,21.0769
48:27:E2:AD:85:D0,1681690457,21.0326
48:27:E2:AD:91:38,1681690457,17.9502
EC:DA:3B:0F:5C:AC,1681690458,21.3719
master,1681690458,21.4154
48:27:E2:AD:85:D0,1681690458,21.1696
48:27:E2:AD:91:38,1681690458,18.5304
EC:DA:3B:0F:5C:AC,1681690459,21.4420
master,1681690459,20.9415
48:27:E2:AD:85:D0,1681690459,21.1011
48:27:E2:AD:91:38,1681690459,18.0147
EC:DA:3B:0F:5C:AC,1681690460,21.3018
master,1681690460,21.2123
48:27:E2:AD:85:D0,1681690460,21.1011
48:27:E2:AD:91:38,1681690460,18.0147
EC:DA:3B:0F:5C:AC,1681690461,21.3018
master,1681690461,21.0769
48:27:E2:AD:85:D0,1681690461,21.1011
48:27:E2:AD:91:38,1681690461,17.8857
EC:DA:3B:0F:5C:AC,1681690462,21.3719
master,1681690462,21.1446
48:27:E2:AD:85:D0,1681690462,21.1011
48:27:E2:AD:91:38,1681690462,17.9502
EC:DA:3B:0F:5C:AC,1681690463,21.2317
master,1681690463,21.3477
48:27:E2:AD:85:D0,1681690463,21.2381
48:27:E2:AD:91:38,1681690463,18.0147
EC:DA:3B:0F:5C:AC,1681690464,21.2317
master,1681690464,21.1446
48:27:E2:AD:85:D0,1681690464,21.1696
48:27:E2:AD:91:38,1681690464,18.5949
EC:DA:3B:0F:5C:AC,1681690465,21.2317
master,1681690465,21.0769
48:27:E2:AD:85:D0,1681690465,20.9641
48:27:E2:AD:91:38,1681690465,17.8857
EC:DA:3B:0F:5C:AC,1681690466,21.3719
master,1681690466,21.2123
48:27:E2:AD:85:D0,1681690466,21.1011
48:27:E2:AD:91:38,1681690466,17.9502
EC:DA:3B:0F:5C:AC,1681690467,21.2317
master,1681690467,21.1446
48:27:E2:AD:85:D0,1681690467,21.1696
48:27:E2:AD:91:38,1681690467,18.0147
EC:DA:3B:0F:5C:AC,1681690468,21.3018
master,1681690468,21.0769
48:27:E2:AD:85:D0,1681690468,21.1011
48:27:E2:AD:91:38,1681690468,18.4659
EC:DA:3B:0F:5C:AC,1681690469,21.2317
master,1681690469,21.0769
48:27:E2:AD:85:D0,1681690469,21.1696
48:27:E2:AD:91:38,1681690469,18.0147
EC:DA:3B:0F:5C:AC,1681690470,21.3018
master,1681690470,21.1446
48:27:E2:AD:85:D0,1681690470,21.2381
48:27:E2:AD:91:38,1681690470,18.5304
EC:DA:3B:0F:5C:AC,1681690471,21.1615
master,1681690471,21.0769
48:27:E2:AD:85:D0,1681690471,21.1011
48:27:E2:AD:91:38,1681690471,18.0147
EC:DA:3B:0F:5C:AC,1681690472,21.1615
master,1681690472,21.2123
48:27:E2:AD:85:D0,1681690472,21.2381
48:27:E2:AD:91:38,1681690472,17.9502
EC:DA:3B:0F:5C:AC,1681690473,21.3018
master,1681690473,21.2123
48:27:E2:AD:85:D0,1681690473,21.1696
48:27:E2:AD:91:38,1681690473,17.9502
EC:DA:3B:0F:5C:AC,1681690474,21.2317
master,1681690474,21.2123
48:27:E2:AD:85:D0,1681690474,21.2381
48:27:E2:AD:91:38,1681690474,18.5304
EC:DA:3B:0F:5C:AC,1681690475,21.5121
master,1681690475,21.2123
48:27:E2:AD:85:D0,1681690475,21.1696
48:27:E2:AD:91:38,1681690475,17.8857
EC:DA:3B:0F:5C:AC,1681690476,21.3719
master,1681690476,21.2123
48:27:E2:AD:85:D0,1681690476,21.0326
48:27:E2:AD:91:38,1681690476,17.8857
EC:DA:3B:0F:5C:AC,1681690477,21.1615
master,1681690477,21.4154
48:27:E2:AD:85:D0,1681690477,21.1011
48:27:E2:AD:91:38,1681690477,18.0147
EC:DA:3B:0F:5C:AC,1681690478,21.3018
master,1681690478,21.3477
48:27:E2:AD:85:D0,1681690478,21.2381
48:27:E2:AD:91:38,1681690478,17.9502
EC:DA:3B:0F:5C:AC,1681690479,21.2317
master,1681690479,21.1446
48:27:E2:AD:85:D0,1681690479,21.0326
48:27:E2:AD:91:38,1681690479,17.8857
EC:DA:3B:0F:5C:AC,1681690480,21.2317
master,1681690480,20.9415
48:27:E2:AD:85:D0,1681690480,21.1011
48:27:E2:AD:91:38,1681690480,17.8857
EC:DA:3B:0F:5C:AC,1681690481,20.6708
master,1681690481,21.1446
48:27:E2:AD:85:D0,1681690481,21.0326
48:27:E2:AD:91:38,1681690481,17.9502
EC:DA:3B:0F:5C:AC,1681690482,21.4420
master,1681690482,20.1292
48:27:E2:AD:85:D0,1681690482,20.9641
48:27:E2:AD:91:38,1681690482,18.0147
EC:DA:3B:0F:5C:AC,1681690483,21.3719
master,1681690483,21.3477
48:27:E2:AD:85:D0,1681690483,20.9641
48:27:E2:AD:91:38,1681690483,18.5949
EC:DA:3B:0F:5C:AC,1681690484,21.3018
master,1681690484,21.0769
48:27:E2:AD:85:D0,1681690484,20.9641
48:27:E2:AD:91:38,1681690484,18.0791
EC:DA:3B:0F:5C:AC,1681690485,21.2317
master,1681690485,21.1446
48:27:E2:AD:85:D0,1681690485,21.1011
48:27:E2:AD:91:38,1681690485,17.8857
EC:DA:3B:0F:5C:AC,1681690486,19.5490
master,1681690486,21.2123
48:27:E2:AD:85:D0,1681690486,21.0326
48:27:E2:AD:91:38,1681690486,17.9502
EC:DA:3B:0F:5C:AC,1681690487,21.3018
master,1681690487,21.2123
48:27:E2:AD:85:D0,1681690487,21.0326
48:27:E2:AD:91:38,1681690487,17.9502
EC:DA:3B:0F:5C:AC,1681690488,21.3018
master,1681690488,21.2123
48:27:E2:AD:85:D0,1681690488,21.0326
48:27:E2:AD:91:38,1681690488,18.0791
EC:DA:3B:0F:5C:AC,1681690489,21.4420
master,1681690489,21.1446
48:27:E2:AD:85:D0,1681690489,21.1011
48:27:E2:AD:91:38,1681690489,18.5949
EC:DA:3B:0F:5C:AC,1681690490,21.3719
master,1681690490,21.2123
48:27:E2:AD:85:D0,1681690490,21.1011
48:27:E2:AD:91:38,1681690490,17.8857
EC:DA:3B:0F:5C:AC,1681690491,21.3719
master,1681690491,21.0769
48:27:E2:AD:85:D0,1681690491,21.1696
48:27:E2:AD:91:38,1681690491,17.8212
EC:DA:3B:0F:5C:AC,1681690492,21.3719
master,1681690492,21.2123
48:27:E2:AD:85:D0,1681690492,21.1696
48:27:E2:AD:91:38,1681690492,17.8212
EC:DA:3B:0F:5C:AC,1681690493,21.3018
master,1681690493,21.2123
48:27:E2:AD:85:D0,1681690493,20.9641
48:27:E2:AD:91:38,1681690493,17.9502
EC:DA:3B:0F:5C:AC,1681690494,21.4420
master,1681690494,20.4000
48:27:E2:AD:85:D0,1681690494,21.2381
48:27:E2:AD:91:38,1681690494,17.8857
EC:DA:3B:0F:5C:AC,1681690495,21.2317
master,1681690495,20.1969
48:27:E2:AD:85:D0,1681690495,21.1011
48:27:E2:AD:91:38,1681690495,17.9502
EC:DA:3B:0F:5C:AC,1681690496,21.0914
master,1681690496,21.0769
48:27:E2:AD:85:D0,1681690496,21.0326
48:27:E2:AD:91:38,1681690496,18.0147
EC:DA:3B:0F:5C:AC,1681690497,21.3018
master,1681690497,21.0769
48:27:E2:AD:85:D0,1681690497,21.1011
48:27:E2:AD:91:38,1681690497,17.8857
EC:DA:3B:0F:5C:AC,1681690498,21.2317
master,1681690498,21.2123
48:27:E2:AD:85:D0,1681690498,21.0326
48:27:E2:AD:91:38,1681690498,17.9502
EC:DA:3B:0F:5C:AC,1681690499,21.3719
master,1681690499,21.1446
48:27:E2:AD:85:D0,1681690499,21.1696
48:27:E2:AD:91:38,1681690499,17.9502
EC:DA:3B:0F:5C:AC,1681690500,21.3018
master,1681690500,21.2123
48:27:E2:AD:85:D0,1681690500,21.1696
48:27:E2:AD:91:38,1681690500,18.5304
EC:DA:3B:0F:5C:AC,1681690501,21.3018
master,1681690501,21.0769
48:27:E2:AD:85:D0,1681690501,21.1696
48:27:E2:AD:91:38,1681690501,17.8212
EC:DA:3B:0F:5C:AC,1681690502,21.3018
master,1681690502,21.2123
48:27:E2:AD:85:D0,1681690502,21.1696
48:27:E2:AD:91:38,1681690502,18.0147
EC:DA:3B:0F:5C:AC,1681690503,21.3018
master,1681690503,21.2123
48:27:E2:AD:85:D0,1681690503,21.1011
48:27:E2:AD:91:38,1681690503,17.9502
EC:DA:3B:0F:5C:AC,1681690504,21.2317
master,1681690504,21.1446
48:27:E2:AD:85:D0,1681690504,21.2381
48:27:E2:AD:91:38,1681690504,17.8212
EC:DA:3B:0F:5C:AC,1681690505,21.3018
master,1681690505,21.2800
48:27:E2:AD:85:D0,1681690505,21.2381
48:27:E2:AD:91:38,1681690505,17.8857
EC:DA:3B:0F:5C:AC,1681690506,20.6708
master,1681690506,21.2123
48:27:E2:AD:85:D0,1681690506,21.1011
48:27:E2:AD:91:38,1681690506,17.8212
EC:DA:3B:0F:5C:AC,1681690507,21.3719
master,1681690507,21.0092
48:27:E2:AD:85:D0,1681690507,21.0326
48:27:E2:AD:91:38,1681690507,18.0147
EC:DA:3B:0F:5C:AC,1681690508,21.1615
master,1681690508,21.2123
48:27:E2:AD:85:D0,1681690508,21.0326
48:27:E2:AD:91:38,1681690508,18.4659
EC:DA:3B:0F:5C:AC,1681690509,21.3719
master,1681690509,21.2800
48:27:E2:AD:85:D0,1681690509,21.1696
48:27:E2:AD:91:38,1681690509,17.8212
EC:DA:3B:0F:5C:AC,1681690510,21.1615
master,1681690510,21.1446
48:27:E2:AD:85:D0,1681690510,21.1696
48:27:E2:AD:91:38,1681690510,17.9502
EC:DA:3B:0F:5C:AC,1681690511,21.3719
master,1681690511,21.2800
48:27:E2:AD:85:D0,1681690511,21.1011
48:27:E2:AD:91:38,1681690511,17.9502
EC:DA:3B:0F:5C:AC,1681690512,21.3018
master,1681690512,21.1446
48:27:E2:AD:85:D0,1681690512,21.1011
48:27:E2:AD:91:38,1681690512,17.8857
EC:DA:3B:0F:5C:AC,1681690513,21.3719
master,1681690513,21.0769
48:27:E2:AD:85:D0,1681690513,20.9641
48:27:E2:AD:91:38,1681690513,17.9502
EC:DA:3B:0F:5C:AC,1681690514,21.3018
master,1681690514,21.3477
48:27:E2:AD:85:D0,1681690514,21.1011
48:27:E2:AD:91:38,1681690514,18.5304
EC:DA:3B:0F:5C:AC,1681690515,21.3018
master,1681690515,21.1446
48:27:E2:AD:85:D0,1681690515,21.2381
48:27:E2:AD:91:38,1681690515,17.9502
EC:DA:3B:0F:5C:AC,1681690516,21.3719
master,1681690516,21.1446
48:27:E2:AD:85:D0,1681690516,21.0326
48:27:E2:AD:91:38,1681690516,17.8857
EC:DA:3B:0F:5C:AC,1681690517,21.3719
master,1681690517,21.2800
48:27:E2:AD:85:D0,1681690517,21.2381
48:27:E2:AD:91:38,1681690517,17.8857
EC:DA:3B:0F:5C:AC,1681690518,21.3018
master,1681690518,21.1446
48:27:E2:AD:85:D0,1681690518,21.1011
48:27:E2:AD:91:38,1681690518,18.0791
EC:DA:3B:0F:5C:AC,1681690519,21.3018
master,1681690519,21.1446
48:27:E2:AD:85:D0,1681690519,21.0326
48:27:E2:AD:91:38,1681690519,18.0147
EC:DA:3B:0F:5C:AC,1681690520,21.3719
master,1681690520,21.1446
48:27:E2:AD:85:D0,1681690520,20.9641
48:27:E2:AD:91:38,1681690520,17.8857
EC:DA:3B:0F:5C:AC,1681690521,21.4420
master,1681690521,20.4000
48:27:E2:AD:85:D0,1681690521,20.9641
48:27:E2:AD:91:38,1681690521,18.4659
EC:DA:3B:0F:5C:AC,1681690522,21.3719
master,1681690522,21.2123
48:27:E2:AD:85:D0,1681690522,21.1696
48:27:E2:AD:91:38,1681690522,17.8857
EC:DA:3B:0F:5C:AC,1681690523,21.3719
master,1681690523,21.1446
48:27:E2:AD:85:D0,1681690523,21.1696
48:27:E2:AD:91:38,1681690523,17.9502
EC:DA:3B:0F:5C:AC,1681690524,21.0914
master,1681690524,21.0769
48:27:E2:AD:85:D0,1681690524,21.1696
48:27:E2:AD:91:38,1681690524,17.9502
EC:DA:3B:0F:5C:AC,1681690525,21.3719
master,1681690525,20.9415
48:27:E2:AD:85:D0,1681690525,21.1011
48:27:E2:AD:91:38,1681690525,17.8857
EC:DA:3B:0F:5C:AC,1681690526,21.3018
master,1681690526,21.2800
48:27:E2:AD:85:D0,1681690526,21.1696
48:27:E2:AD:91:38,1681690526,17.9502
EC:DA:3B:0F:5C:AC,1681690527,21.3018
master,1681690527,21.1446
48:27:E2:AD:85:D0,1681690527,21.1011
48:27:E2:AD:91:38,1681690527,17.8857
EC:DA:3B:0F:5C:AC,1681690528,21.2317
master,1681690528,20.2646
48:27:E2:AD:85:D0,1681690528,20.9641
48:27:E2:AD:91:38,1681690528,17.9502
EC:DA:3B:0F:5C:AC,1681690529,21.3018
master,1681690529,21.2800
48:27:E2:AD:85:D0,1681690529,21.1011
48:27:E2:AD:91:38,1681690529,18.0147
EC:DA:3B:0F:5C:AC,1681690530,21.3018
master,1681690530,21.3477
48:27:E2:AD:85:D0,1681690530,21.0326
48:27:E2:AD:91:38,1681690530,18.5304
EC:DA:3B:0F:5C:AC,1681690531,21.3018
master,1681690531,21.1446
48:27:E2:AD:85:D0,1681690531,21.1011
48:27:E2:AD:91:38,1681690531,18.4659
EC:DA:3B:0F:5C:AC,1681690532,21.3719
master,1681690532,21.2123
